Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,diagnosis,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,neoplastic,Organism,Patient_ID,plate_id,Platform,ReleaseDate,Sample Name,selection,source_name,SRA Study,TISSUE,tsne_cluster,Well
SRR3935007,RNA-Seq,128,186619084,PRJNA330719,SAMN05422681,74072070,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964299,GSM2244103,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244103,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,F8
SRR3935008,RNA-Seq,128,206741386,PRJNA330719,SAMN05422682,82646598,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964300,GSM2244104,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244104,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,F1
SRR3935009,RNA-Seq,128,148519203,PRJNA330719,SAMN05422683,59075932,Astocyte,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964301,GSM2244105,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244105,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,10,F12
SRR3935010,RNA-Seq,128,212248851,PRJNA330719,SAMN05422684,84244106,Astocyte,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964302,GSM2244106,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244106,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,10,E3
SRR3935011,RNA-Seq,128,198633303,PRJNA330719,SAMN05422685,80025198,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964303,GSM2244107,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244107,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,A10
SRR3935012,RNA-Seq,128,208207459,PRJNA330719,SAMN05422686,82888619,Astocyte,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964304,GSM2244108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244108,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,10,D2
SRR3935013,RNA-Seq,128,212425405,PRJNA330719,SAMN05422687,84704094,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964305,GSM2244109,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244109,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,E11
SRR3935014,RNA-Seq,128,209347053,PRJNA330719,SAMN05422688,83200334,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964306,GSM2244110,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244110,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,C8
SRR3935015,RNA-Seq,128,206137729,PRJNA330719,SAMN05422689,82812468,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964307,GSM2244111,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244111,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,F10
SRR3935016,RNA-Seq,128,231087292,PRJNA330719,SAMN05422690,92006185,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964308,GSM2244112,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244112,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,B7
SRR3935017,RNA-Seq,128,203513501,PRJNA330719,SAMN05422691,80906761,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964309,GSM2244113,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244113,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,7,G7
SRR3935018,RNA-Seq,128,206821448,PRJNA330719,SAMN05422692,82143196,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964310,GSM2244114,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244114,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,F3
SRR3935019,RNA-Seq,128,198072171,PRJNA330719,SAMN05422694,78614379,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964311,GSM2244115,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244115,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,F4
SRR3935020,RNA-Seq,128,217762016,PRJNA330719,SAMN05422695,86982610,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964312,GSM2244116,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244116,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,E5
SRR3935021,RNA-Seq,128,168975921,PRJNA330719,SAMN05422696,67516788,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964313,GSM2244117,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244117,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,7,E10
SRR3935022,RNA-Seq,128,240176465,PRJNA330719,SAMN05422697,95609625,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964314,GSM2244118,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244118,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,C11
SRR3935023,RNA-Seq,128,173927377,PRJNA330719,SAMN05422638,69591754,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964315,GSM2244119,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244119,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,C6
SRR3935024,RNA-Seq,128,207974768,PRJNA330719,SAMN05422639,83365940,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964316,GSM2244120,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244120,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,A4
SRR3935025,RNA-Seq,128,244652261,PRJNA330719,SAMN05422693,97645493,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964317,GSM2244121,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244121,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,D7
SRR3935026,RNA-Seq,128,328218946,PRJNA330719,SAMN05422640,130672076,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964318,GSM2244122,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244122,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,B2
SRR3935027,RNA-Seq,128,219042869,PRJNA330719,SAMN05422641,87379451,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964319,GSM2244123,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244123,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,B9
SRR3935028,RNA-Seq,128,216524983,PRJNA330719,SAMN05422642,86579627,Astocyte,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964320,GSM2244124,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244124,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,10,C4
SRR3935029,RNA-Seq,128,203065112,PRJNA330719,SAMN05422643,80844087,Astocyte,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964321,GSM2244125,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244125,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,10,F6
SRR3935030,RNA-Seq,128,203806087,PRJNA330719,SAMN05422644,81580125,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964322,GSM2244126,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244126,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,7,A11
SRR3935031,RNA-Seq,128,137139361,PRJNA330719,SAMN05422645,54872480,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964323,GSM2244127,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244127,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,E12
SRR3935032,RNA-Seq,128,301425227,PRJNA330719,SAMN05422646,119784398,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964324,GSM2244128,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244128,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,A6
SRR3935033,RNA-Seq,128,215469642,PRJNA330719,SAMN05422647,86013411,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964325,GSM2244129,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244129,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,G6
SRR3935034,RNA-Seq,128,293316717,PRJNA330719,SAMN05422648,117504426,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964326,GSM2244130,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244130,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,B4
SRR3935035,RNA-Seq,128,165925546,PRJNA330719,SAMN05422649,66340376,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964327,GSM2244131,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244131,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,7,D4
SRR3935036,RNA-Seq,128,255094680,PRJNA330719,SAMN05422650,101942723,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964328,GSM2244132,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244132,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,B12
SRR3935037,RNA-Seq,128,186442567,PRJNA330719,SAMN05422651,74929594,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964329,GSM2244133,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244133,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,G8
SRR3935038,RNA-Seq,128,194630394,PRJNA330719,SAMN05422652,77740297,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964330,GSM2244134,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244134,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,F11
SRR3935039,RNA-Seq,128,222559204,PRJNA330719,SAMN05422653,89205339,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964331,GSM2244135,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244135,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,B6
SRR3935040,RNA-Seq,128,202429515,PRJNA330719,SAMN05422654,80867075,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964332,GSM2244136,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244136,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,D3
SRR3935041,RNA-Seq,128,204425226,PRJNA330719,SAMN05422655,82068625,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964333,GSM2244137,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244137,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,A7
SRR3935042,RNA-Seq,128,199879991,PRJNA330719,SAMN05422656,79444200,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964334,GSM2244138,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244138,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,F2
SRR3935043,RNA-Seq,128,187221066,PRJNA330719,SAMN05422657,74838885,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964335,GSM2244139,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244139,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,7,F9
SRR3935044,RNA-Seq,128,200698352,PRJNA330719,SAMN05422658,79828697,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964336,GSM2244140,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244140,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,7,B10
SRR3935045,RNA-Seq,128,240789063,PRJNA330719,SAMN05422659,95967738,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964337,GSM2244141,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244141,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,C10
SRR3935046,RNA-Seq,128,206194729,PRJNA330719,SAMN05422660,82141797,Astocyte,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964338,GSM2244142,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244142,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,10,D1
SRR3935047,RNA-Seq,128,213553674,PRJNA330719,SAMN05422661,84921266,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964339,GSM2244143,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244143,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,E4
SRR3935048,RNA-Seq,128,225350778,PRJNA330719,SAMN05422662,90577947,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964340,GSM2244144,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244144,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,A9
SRR3935049,RNA-Seq,128,223345501,PRJNA330719,SAMN05422663,89855233,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964341,GSM2244145,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244145,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,A2
SRR3935050,RNA-Seq,128,236582186,PRJNA330719,SAMN05422664,94535609,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964342,GSM2244146,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244146,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,9,D11
SRR3935051,RNA-Seq,128,238940074,PRJNA330719,SAMN05422665,95667757,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964343,GSM2244147,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244147,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,11,C7
SRR3935052,RNA-Seq,128,258493947,PRJNA330719,SAMN05422666,103254173,Oligodendrocyte,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964344,GSM2244148,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000181,ILLUMINA,2017-11-02T00:00:00Z,GSM2244148,Astrocytes(HEPACAM),Brain,SRP079058,Periphery,2,D9
SRR3935053,RNA-Seq,128,307592723,PRJNA330719,SAMN05422667,118403546,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964345,GSM2244149,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244149,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,A3
SRR3935054,RNA-Seq,128,355937217,PRJNA330719,SAMN05422276,137168390,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964346,GSM2244150,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244150,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,F4
SRR3935055,RNA-Seq,128,96147046,PRJNA330719,SAMN05422277,36277139,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964347,GSM2244151,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244151,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,A10
SRR3935056,RNA-Seq,128,329085381,PRJNA330719,SAMN05422278,126375715,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964348,GSM2244152,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244152,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,G4
SRR3935057,RNA-Seq,128,289784097,PRJNA330719,SAMN05422279,111739498,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964349,GSM2244153,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244153,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,E6
SRR3935058,RNA-Seq,128,237509413,PRJNA330719,SAMN05422280,91561152,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964350,GSM2244154,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244154,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,C3
SRR3935059,RNA-Seq,128,261754453,PRJNA330719,SAMN05422281,101893605,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964351,GSM2244155,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244155,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,D1
SRR3935060,RNA-Seq,128,240391668,PRJNA330719,SAMN05422282,91865302,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964352,GSM2244156,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244156,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,G10
SRR3935061,RNA-Seq,128,263451759,PRJNA330719,SAMN05422283,102867300,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964353,GSM2244157,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244157,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,C12
SRR3935062,RNA-Seq,128,277360544,PRJNA330719,SAMN05422284,117700193,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964354,GSM2244158,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244158,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,D10
SRR3935063,RNA-Seq,128,348200859,PRJNA330719,SAMN05422285,134712441,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964355,GSM2244159,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244159,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,A5
SRR3935064,RNA-Seq,128,422772673,PRJNA330719,SAMN05422286,163228905,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964356,GSM2244160,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000182,ILLUMINA,2017-11-02T00:00:00Z,GSM2244160,Astrocytes(HEPACAM),Brain,SRP079058,Tumor,11,E8
